"3","1","0","25000","0"
"3","2","0","25000","0"
"3","3","0","25000","0"
"3","6","0","25000","0"
"3","4","0","25000","0"
"4","1","0","25000","0"
"4","2","0","25000","0"
"4","3","0","25000","0"
"4","4","0","25000","0"
"5","1","0","25000","0"
"5","2","0","25000","0"
"5","3","0","25000","0"
"5","4","0","25000","0"
