"49","0","25000","50000","0"
"50","0","150000","450000","0"
"51","0","150000","450000","0"
"52","0","25000","50000","0"
"53","0","25000","50000","0"
"54","0","25000","50000","0"
"55","0","25000","50000","0"
"56","0","25000","50000","0"
"57","0","25000","50000","0"
"58","0","25000","50000","0"
"60","0","150000","450000","0"
"61","0","25000","50000","0"
"63","0","25000","50000","0"
"64","0","150000","450000","0"
"65","0","150000","450000","0"
"66","0","250000","750000","0"
"67","0","250000","750000","0"
"68","0","25000","50000","0"
"42","0","10000","25000","0"
"43","0","25000","50000","0"
"44","0","25000","50000","0"
"45","0","150000","450000","0"
"46","0","150000","450000","0"
"47","0","250000","750000","0"
"48","0","150000","450000","0"
"173","0","25000","50000","0"
"174","0","25000","50000","0"
"175","0","25000","50000","0"
"176","0","150000","450000","0"
"338","0","25000","50000","0"
"337","0","10000","25000","0"
"371","0","25000","50000","0"
"372","0","25000","50000","0"
"373","0","10000","25000","0"
"342","0","25000","50000","0"
"343","0","25000","50000","0"
"344","0","25000","50000","0"
"346","0","25000","50000","0"
"347","0","25000","50000","0"
"352","0","10000","25000","0"
"351","0","10000","25000","0"
"353","0","10000","25000","0"
"354","0","10000","25000","0"
"355","0","10000","25000","0"
"356","0","10000","25000","0"
"357","0","10000","25000","0"
"358","0","0","0","0"
"359","0","25000","50000","0"
"360","0","25000","50000","0"
"361","0","25000","50000","0"
"362","0","25000","50000","0"
"363","0","25000","50000","0"
"364","0","25000","50000","0"
"365","0","25000","50000","0"
"366","0","25000","50000","0"
"367","0","25000","50000","0"
"368","0","25000","50000","0"
"369","0","25000","50000","0"
"339","0","150000","450000","0"
"340","0","25000","50000","0"
"341","0","25000","50000","0"
"377","0","25000","50000","0"
"378","0","25000","50000","0"
"379","0","25000","50000","0"
"380","0","25000","50000","0"
"381","0","25000","50000","0"
"382","0","25000","50000","0"
"383","0","25000","50000","0"
"384","0","25000","50000","0"
"385","0","25000","50000","0"
"386","0","25000","50000","0"
"387","0","150000","450000","0"
"388","0","150000","450000","0"
"389","0","150000","450000","0"
"390","0","150000","450000","0"
"391","0","150000","450000","0"
"94","0","25000","50000","0"
"91","0","10000","25000","0"
"92","0","10000","25000","0"
"93","0","10000","25000","0"
"95","0","25000","50000","0"
"96","0","25000","50000","0"
"97","0","25000","50000","0"
"100","0","25000","50000","0"
"98","0","25000","50000","0"
"99","0","25000","50000","0"
"101","0","25000","50000","0"
"102","0","25000","50000","0"
"103","0","25000","50000","0"
"104","0","25000","50000","0"
"105","0","25000","50000","0"
"106","0","25000","50000","0"
"107","0","25000","50000","0"
"108","0","25000","50000","0"
"109","0","25000","50000","0"
"110","0","25000","50000","0"
"111","0","25000","50000","0"
"112","0","150000","450000","0"
"113","0","150000","450000","0"
"114","0","150000","450000","0"
"115","0","150000","450000","0"
"116","0","25000","50000","0"
"117","0","150000","450000","0"
"118","0","25000","50000","0"
"119","0","25000","50000","0"
"120","0","25000","50000","0"
"121","0","25000","50000","0"
"122","0","150000","450000","0"
"123","0","150000","450000","0"
"124","0","25000","50000","0"
"125","0","25000","50000","0"
"126","0","25000","50000","0"
"127","0","25000","50000","0"
"128","0","150000","450000","0"
"129","0","10000","25000","0"
"130","0","10000","25000","0"
"131","0","25000","50000","0"
"132","0","10000","25000","0"
"133","0","25000","50000","0"
"134","0","25000","50000","0"
"135","0","25000","50000","0"
"136","0","25000","50000","0"
"137","0","150000","450000","0"
"138","0","25000","50000","0"
"139","0","25000","50000","0"
"140","0","25000","50000","0"
"141","0","25000","50000","0"
"142","0","25000","50000","0"
"143","0","25000","50000","0"
"144","0","25000","50000","0"
"145","0","25000","50000","0"
"146","0","25000","50000","0"
"147","0","25000","50000","0"
"148","0","25000","50000","0"
"149","0","25000","50000","0"
"150","0","25000","50000","0"
"151","0","25000","50000","0"
"152","0","25000","50000","0"
"153","0","25000","50000","0"
"154","0","25000","50000","0"
"155","0","25000","50000","0"
"156","0","10000","25000","0"
"158","0","25000","50000","0"
"157","0","150000","450000","0"
"159","0","25000","50000","0"
"160","0","25000","50000","0"
