"1", "Papua"
"2", "Jawa"
"3", "Sunda"
"4", "Batak"
"5", "Madura"
"6", "Betawi"
"7", "Minangkabau"
"8", "Bugis"
"9", "Melayu"
"10", "Bali"
"11", "Dayak"
"12", "Makassar"
"13", "Mandar"
"14", "Toraja"
"15", "Lainnya"
